NAZWA_1;NAZWA_2
Radziwie;
Feliksa;
Karlika;
Matki Ewy;
Reptowska;
Styczyńskiego;Wincentego
Jainty;Józefa
Chropaczowska;
Majętnego;Henryka
Michałkowicka;
Napierały;Franciszka
Heyki;ks.
Szreibera;
Bajki;
Bratki;
Budziszów;
Do Studzienki;
Dolna Brama;
Drożyny;
Edisona;Tomasza
Fundacyjna;
Grobla IV;
Gizów;
Szulborska;
Skiby;ks. Pawła
Chroboka;Ludwika
Gallusa;Józefa
Jochymczyka;Karola
Kaczmarczyków;
Krzyżowa Góra;
Na Stroszku;
Smółki;Franciszka
Brygidki;
Bulońska;
Bysewska;
Cytrowa;
Czirenberga;Jana
Droszyńskiego;Leona
Dziana;
Eurydyki;
Gazownicza;
Lądziki;
Akwenowa;
Augustyńskiego;Jana
Cefeusza;
Czerwony Dwór;
Darżlubska;
Dulkowa;
Dylinki;
Gołuńska;
Grobla I;
Grobla III;
Kocurki;
Kolonia Zręby;
Kotwiczników;
Kraśnięta;
Kubacza;Franciszka
Nomiarki;
Grafików;
Wołoszyna;Józefa
Golica;
Donimierska;
Szemudzka;
Będargowska;
Błaszkowskiego;Alojzego
Droga Ewy;
Bellinga;Franciszka
Bliźniąt;
Budzysza;Wosia
Czarny Dwór;
Długa Grobla;
Dwór;VII
Fahrenheita;Daniela
Grząska;
Jałmużnicza;
Kiszewska;
Kolonia Mysia;
Kolonia Praca;
Kolonia Rola;
Kolonia Wyżyny;
Hoene;Emilii
Jelinki;
Jelitkowska;
Kolonia Orka;
Kolonia Żeńcy;
Krosienka;
Ku Ujściu;
Kurzyńskiego;Ignacego
Latarniana;
Leszczyńskich;
Migowska;
Minogi;
Narwicka;
Niedźwiednik;
Ornitologów;
Owczarnia;
Pobiedzisko;
Rybaki Górne;
Guntera;Augustyna
Redzka;
Pieniężnego;
Azymutalna;
Browicza;Tadeusza
Budapesztańska;
Centaura;
Pod Brzozami;
Segiet;
Faski;Jana
Pudlerska;
Trzyniecka;
Grządziela;Juliana
Nowary;Olimpijczyka Henryka
Dźbowska;
Szopy;
Różny Dąb;
Budzisza;Alojzego
Na Dambnik;
Szeperia;
Jeleńska;
Brzeżonko;
Maćkowy;
Loepera;Alfreda
Barczewskiego;
Sierakowskich;
Przyleśne;
Asesora;
Balcerskiego;Wacława
Przodkowska;
Głuszca;
Jarząbków;
Kadryla;
Kazury;Stanisława
Kobuza;
Kobzy;
Szafarnia;
Świbnieńska;
Tandeta;
Złocieni;
Jerzyków;
Kantorówny;Józefy
Kocura;Adama
Kempy;Konstantego
Siekierskiego;Albina
Saint Etienne;
Manhatan;
Nowociny;
Cieńkowska;
Czarna Wisełka;
Gahura;
Partecznik;
Horzelica;
Kawik;Marii
Lachy Dolne;
Leśnica;
Śniegociny;
Milskiego;Bernarda
Minerwy;
Mostek;
Pascala;Blaise'a
Pastoriusza;Joachima
Podmurze;
Połęże;
Potyrały;Aleksandra
Rabatki;
Reduta Wyskok;
Reduta Żbik;
Rejenta;
Schuberta;Franciszka
Smęgorzyńska;
Strakowskiego;Jana
Targ Rybny;
Ziętka;gen. Jerzego
Trowniki;
Grodziecka;
Lastadia;
Lendziona;Antoniego
Listki;
Miałki Szlak;
Montażystów;
Ostrowskiej;Róży
Ozyrysa;
Kukli;ks.
Brzezie;
Bajerki;
Kukucza;Rudolfa
Krząszcza;Walentego
Podgórka;
Nierodzimska;
Nowy Staw;
Karnowiec;
Sośnie;
Górny Bór;
Puścina;
Landecka;
Na Łomy;
Pod Dębiną;
Kolonia Ochota;
Królikarnia;
Parchów;
Karolinka;
Kaczycka;
Ciężarowa;
Dolny Bór;
Żebroka;Jana
Roztropicka;
Pniwie;
Sworzniowa;
Światowa;
Tynkarska;
Witki;
Bennetta;Jamesa Gordona
Dalibora;
Przy Lasku;
Przyokopowa;
Słodowiecka;
Estreichera;Karola
Herdy;Edmunda
Kolonia Rubież;
Ku Duklom;
Lazarówka;
Michaloka;
Olejniczaka;Stanisława
Dziechcinka;
Górne Głębce;
Groniczek;
Połomska;
Przy Skoczni;
Uliczka;
Zamilerze;
Kojkowicka;
Nad Tonem;
Poddane;
Kolonii;
Średnicowa;
Siglanów;
Bukowy Groń;
Głębiec;
Hetnołka;
Jastrzębiec;
Dzielowy;
Solarska;
Za Wisłą;
Bieniowiecka;
Czuchowska;
Skotnia;
Radoniowa;
Podlipowa;
Lelka;
Litworowa;
Meander;
Nugat;
Osmańska;
Pawlaczyka;Zygmunta
Poloneza;
Stokłosy;
Stryjeńskich;
Symfonii;
Wodzirejów;
Za Łąkami;
Korowodu;
Kotylion;
Dzwonnicza;
Bronowska;
Celestynowska;
Firletki;
Godlewska;
Hertza;Benedykta
Januszewska;
Jasnoty;
Jontka;
Lubiana;
Mokrzecka;
Morąska;
Nowowiśniowa;
Ojrzanowska;
Planetowa;
Poezji;
Prabucka;
Przełęczy;
Przewodowa;
Rafałowska;
Rozszerzona;
Rychnowska;
Smogorska;
Szoferska;
Szulczyka;ks. Sylwestra
Tamaryszków;
Tasznikowa;
Tawułkowa;
Wiązana;
Wielostronna;
Włodzicka;
Zerzeńska;
Żarecka;
Żegańska;
Sekwoi;
Wiązów;
Zachodu Słońca;
Łokciowa;
Resorowa;
Sągi;
Syta;
Buńczuk;
Dziupli;
Flisa;Marcina
Jamińska;
Kolneńska;
Latarnika;
Leonidasa;
Pilchowicka;
Daimlera;Gottlieba
Bolecha;
Kaniowiec;
Wuśki;
Ujdy;ks. Stanisława
Pileckich;
Mokra Strona;
Glinice;
Kiczury;
Serpentyny;
Słuszkiewicza;Maksymiliana
Szczudliki;
Skałki;
Hrabeńska;
Szubargi;ks. Władysława
Na Stawki;
Pitery;Romualda
Urbanowicz;Karoliny
Kosiaka;Józefa
Tatarak;
Lisewska;
Głuszewska;
Pronobisa;ks.
Bakuły;Leszka
Skórzyńska;
Kępka;
Klematisów;
Bieńka;
Kopina;
Gwoździańska;
Na Makowczyce;
Murka;Izydora
Steina;Josefa
Gawronówka;
Lachowizna;
Centuria;
Ostańcowa;
Kolewrot;
Cudowna;
Woźnika;
Pohla;Rudolfa
Pilawy;
Kostkowicka;
Muroń;
Czarne Doły;
Gumieńska;
Plaskowiec;
Bystrzynowska;
Małobądzka;
Więcki;
Bonerów;
Elewów;
Galla;Iwo
Grobla II;
Gwiazdowskiego;Tadeusza
Kolonia Uroda;
Utracka;
Solarka;
Kuźniczka;
Tworogowska;
Bierawki;
Oblaski;
Zebrzydowicka;
Szosa Gańska;
Księżna;
Orle Gniazdo;
Bielów;
Komonieckiego;
Omastówka;
Nad Koszarawą;
Czopowa;
Doki;
Fultona;Roberta
Wydzierów;
Poddworcowa;
Pniowska;
Kotków;
Czaplicowej;
Potoczna;
Sporyska;
Habsburgów;
Nad Dworem;
Do Kopca;
Medyków;
Kublinów;
Laszczaków;
Czulaków;
Jędrusi;
Zasolnica;
Kiczycka;
Szklarnia;
Kotulińska;
Niekarmska;
Plac Drzewny;
Kotliszowicka;
Ogrójcowa;
Niemczyka;Władysława
Łabędzka;
Wały;
Kresy;
Julianów;
Sojczyńskiego;Stanisława
Jania Góra;
Posterunek II;
Poleskiego;Michała
Teleskopowa;
U Furty;
Wczasy;
Żylewicza;Józefa
Chodackiego;Mariana
de Plelo;Roberta
Maciejewicza;kpt. Konstantego
Barkoczyńska;
Goszyńska;
Świrskiego;Jerzego
Victorii;
Majdera;ks. Jana
Bramińskiego;kmdr. Tadeusza
Egiertowska;
Nowiec;
Apisa;
Cisowska;
Demptowska;
Trzy Lipy;
Tylewskiego;Tadeusza
Ujeścisko;
Wegi;
Żabi Kruk;
Junony;
Cerery;
Wojnarskiego;Jana
Lipowicza;prof. Romana
Odyseusza;
Bruskiego;Alojzego
Dulin'a;Aleksandra
Zwierkowskiego;Jerzego
Gowidlińska;
Gwiazda Morza;
Dolne Migowo;
Hryniewickiego;A.
Krokowska;
Leszczynki;
Pąchały;
Chodakowskiego;płk.
Biała Kolonia;
Rzeźniczka;Maksymiliana
Gdańca;Pawła
Gnilna;
Hebanowskiego;Stanisława
Małe Karwiny;
Suchanka;F.
Dębieczna;
Pusta Kuźnica;
Szymały;ks. płk. Jana
Szaforza;Karola
Stasiowa;
Piecuch;Joanny
Skrzydłowicka;
Czarnoleśna;
Florianek;
Pokrzyńskiego;Antoniego
Kozielewskiego;
Sabaty;
Kostrzyna;
Golce;
Droniowicka;
Kokotek;
Lisowicka;
Park Leśny;
Maleszyńska;
Saneckiego;
Włoszczowska;
Skalny Widok;
Koziegłowska;
Grojec;
Kabaty;
Rychwałdzka;
Wierchy;
Kocurowska;
Sanitarna;
Banasia;ks. Prałata Jana
Kądzielów;
Jurajski;
Kwapisza;
Moesa;
Futrzarska;
Habdasówka;
Nimasów;
Pawlusie;
Podtorze;
Nowe Życie;
Mokruska;
Engliszówka;
Pężówka;
Osada Młyńska;
Zawiercka;
Kroczycka;
Nad Markiem;
Scalona;
Gajka;
Adamków;
Olejarzy;
Zaobłazie;
Magurki;
Chirona;
Będomińska;
Różany Stok;
Tilgnera;Damazego
Dziekuć-Maleja;Łukasza
Falck Polonusa;Jeremiasza
Aluminiowa;
Bernadowska;
Chwarznieńska;
Frezerów;
Gołębiewo;
Górnośląski;
Hackiego;Opata
Kaczewska;
Kontenerowa;
Kalksztajnów;
Magnezjowa;
Ramułta;Stefana
Rokitnikowa;
Wielkokacka;
Witomińska;
Zegarskiego;dr. Teofila
Szefki;Waleriana
Kukowskiego;Witolda
Mowińskiego;ks. Józefa
Jaśkowa Dolina;
Karwieńska;
Kielnieńska;
Klesza;
Kładki;
Kolonia Postęp;
Korsarzy;
Krylowa;
Kurza;
Matemblewska;
Meteorytowa;
Mniszki;
Ogarna;
Ołowianka;
Pegaza;
Pończoszników;
Przetoczna;
Reduta Wilk;
Solarnia;
Podmłyńska;
Przyrodników;
Przywidzka;
Rylkego;Aleksandra
Sośnickiego;Kazimierza
Stara Stocznia;
Straganiarska;
Targ Drzewny;
Targ Węglowy;
Zubera;Rudolfa
Fijewskiego;Tadeusza
Dzióbka;Adama
Inspektorska;
Krosna;
Leczkowa;Konrada
Lewkoniowa;
Liczmańskiego;Alfa
Łostowicka;
Małoogrodowa;
Osty;
Podbielańska;
Podgarbary;
Podkramarska;
Potęgowska;
Powalna;
Reduta Dzik;
Reduta Miś;
Słowiaków;
Waleczków;
Cinalkowa;
Gancarzy;
Stasińce;
Okrajnicka;
Marszałki;
Gieleciaki;
Białoniowa;
Janiki;
Szymury;
Wyrodowa;
Szczyrbok;
Pastorowa;
Gawlasia;
Do Dablina;
Grabowo;
Horyda;kmdr. Z.
Konopiana;
Marszewska;
Urszulanek;
Zwinisławy;
Zawackiego;ks. Stanisława
Kępa Oksywska;
Kamrowskiego;Jana
Nowobramska;
Zaborowskiej;Marii
Policjantów;
Sojki;Stanisława
Koniora;Alojzego
Do Suchego;
Gronicek;
Pod Dzwonkiem;
Snycerzy;
Charpantiera;Jana
Woźnicy;
Hestii;
Jaśminowy Stok;
Huenefelda;Andrzeja
Otago;
Arciszewskich;
Brukarska;
Dachnowskiego;
Grodnieńska;
Małokacka;
Mitry;
Nowodworcowa;
Źródło Marii;
Cecorska;
Sierpinka;
Seredyńskiego;Mariana
Słabego;mjr. Mieczysława
Stare Domki;
Steczka;
Szczytników;
Szklary;
Szpaki;
Makuli;Edwarda
Przemszy;
Pukowca;Bronisława
Misia;ks. Pawła
Wilimowskiego;płk. Stanisława
Lengnicha;Gotfryda
Lisia Grobla;
Lublewska;
Łagiewniki;
Maki;
Matki Polki;
Olejarna;
Osiek;
Przędzalnicza;
Radunicka;
Reduta Miejska;
Słodowników;
Śmigłowa;
Pochmary;Władysława
Szabelnia;
Frenzla;ks. Jana
Jasionowskiego;Maksymiliana
Gabora;Karola
Halembska;
Huloka;Adama
Salwator;
Schopenhauera;Artura
Sienna Grobla;
Solikowskiego;Jana
Sówki;
Srebrniki;
Tarasy;
Patalonga;Teofila
Sabaudzka;
Hetmańskiego;Wojciecha
Huta Rozalii;
Komorowskich;
Nad Łękawką;
Rębaczy;
Sterników;
Wójta Radtkego;
Zauchy;Stanisława
Kliprowa;
Goska;
Chwoszcz;
Sebyły;Władysława
Szarlejka;
Kocińska;
Klepaczka;
Kochcicka;
Karpego;Józefa
Krzyżowskiej;Marii
Niwska;
Brzezinkowe;
Brzezinkowska;
Dziewcza Góra;
Sulów;
Lubszecka;
Cicierz;
Przysiółki;
Zachęty;
Janty;Józefa
Józefska;
Londnera;Henryka
Moszczanicka;
Ślemieńska;
Na Oklu;
Za Łyską;
Czarnocie;
Łazki;
Orionistów;
Pod Górki;
Prochocka;
Sprytna;
Dudy;
Na Kępie;
Księżarka;
Kantykówka;
Rocławska;
Łosiny;
Na Grapie;
Bieńki;
Dział;
Janoszkowa;
Klimczakowa;
Pod Kiczorą;
Pyrgiesów;
Jałowieckiego;
Na Mostach;
Ślepa Dolina;
Pod Buczynką;
Karwieńca;
Kochanowicka;
Opiełki;
Kornasa;Karola
Woźniczki;Konstantego
Żogały;Bruno
Kolońska;
Huta Amalii;
Bujoczka;Wiktora
Bytomskiego;Karola
Do Dworca;
Gilów;
Kochłowicka;
Lexa;ks. Pawła
Markowej;Jadwigi
Potyki;ks. Augustyna
Szczęść Boże;
Szyb Bartosza;
Kopalnia Karol;
Dworek;
Gronikowa;
Świetlna;
Glemieniec;
Rotterdamska;
Rungurska;
Rutowa;
Serdecznikowa;
Szlifierzy;
Śmidowicza;inż. J.
Borówca;
Daaba;Janusza
Kocota;
Maciejków;
Nerlicha;
Imieli;Emanuela
Kanarków;
Międzyblokowa;
Orzegowska;
Nad Śluzami;
Paukszty;Eugeniusza
Goyki;Jakuba
Haffnera;Jana Jerzego
Czeladzka;
Ceramiki;
Szafranka;Józefa
Kubiny;Pawła
Nakło;
Czarkowska;
Kuków;
Magreta;
Leszcze;
Radły;
Jagusia;
Lipska Góra;
Niegolewskich;Kazimierza i Wiktorii
Wymyślacz;
Kandory;Wawrzyna
Gwarka;
Szyszków;
Pilecka;
Wększcza;
Młyn;
Pod Łyską;
Pola Lisickich;
Browar Kolonia;
Oczkowska;
Cieniowa;
Orłów;
Wojtasów;
Kiczora;
Isepnicka;
Jędrzejczyki;
Zapolnicka;
Terminy;
Biernatki;
Kiełbasów;
Pindlowa;
Suchoniowa;
Buławów;
Na Grapę;
Pod Weską;
Kolancorzowa;
Cerla;
Przysłop;
Majewskich;
Matecznikowa;
Miraua;Stefana
Na Stępce;
Niegowo;
Nowatorów;
Pachołów;
Pniewskiego;Władysława
Po Schodkach;
Pólnicy;
Rybołowców;
Rzęsna;
Stępkarska;
Sztutowska;
Świechockiego;Władysława
Targ Sienny;
Rogosza;Wilhelma
Wiechułów;Braci
Jankego;gen. Zygmunta Waltera
Kozioła;Oswalda
Prowansalska;
Brzęczkowicka;
Laryska;
Kotuchy;Franciszka
Ludygi;Jana
Achtelika;Joachima
Brynowska;
Paprykowa;
Plymouth;
Sztukatorów;
Wolframowa;
Osowa;
Kłajpedzka;
Oziewicza;Ignacego
Siega;ks. Jana Pawła
Kosko;Stanisława
Grucy;prof. Adama
Gryfitki;Anny
Lotha;prof.
Szarmacha;Stanisława
Horodniańska;
Kapralska;
Trałowa;
Trawki;
Wspornikowa;
Rumla;Zygmunta
Zakoniczyńska;
Konkordii;
Somińska;
Bergiela;Konstantego
Seleny;
Pohoreckiego;ppłk.
Muzyka;Feliksa
Michonia;Jana
Górnowicza;prof. Huberta
Leskiego;Kazimierza
Saneczkarska;
Amora;
Aragońska;
Bernadowo;
Botnicka;
Cumowników;
Izydy;
Kańskiego;Władysława
Muchowskiego;Antoniego
Potasowa;
Rybaków;
Sakowicza;kmdr.
Skolska;
Surmana;Wojciecha
Szturmanów;
Walerianowa;
Długa Ryga;
Za Strumykiem;
Czapiewskiego;ks. Jana
Na Koszowatkę;
Do Młyna;
Szydlicka;
Aleja Młyńska;
Orczykowa;
Zimnik;
Bobrecka;
Filasiewicza;Hilarego
Mamuszki;Franciszka
Brzozowicka;
Nadgórników;
Siemońska;
Jaworznik;
Dalekówka;
Aleja VI;
Aleja XIII;
Na Borku;
Baraniok;
Heczki;Jana
Kluckiego;Ludwika
Liburnia;
Puńcowska;
Wrzawska;
Pod Wieżą;
Kletówki;
Lunaria;
Mazurkiewiczów;Augusta i Dionizego
Buszkowicka;
Olimpijczyka;
Goduli;Franciszka
Mandrysza;Jakuba
Lubomska;
Pamiątki;
Paproć;
Nad Dołami;
Otylii;
Przy Kolei;
Siekiela;Ryszarda
Wołkowa;Władysława
Zdziebkowskiej;Pelagii
Piernikarczyka;
Buchalików;
Chrószcza;Franciszka
Golejowska;
Kłokocińska;
Stary Targ;
Brzimowa;
Przysiółek;
Sztolniowa;
Szyb Barbary;
Waniora;Jana
Basisty;Maksymiliana
Cierpioła;Pawła
Hanaka;Pawła
Przerycie;
Szybki;
Winieckiego;Jana
Pierściecka;
Wardas;Marii
Golasowicka;
Jarząbkowicka;
Knajska;
Gawliniec;
Nowe Chałupy;
Marekwicy;ks. Jerzego
Bartkowicka;
Zdrowska;
Koniewa;
Bieli;
Targ Rakowy;
Ziembowa;
Zwoźniakowej;Renaty
Adamczyka;Ferdynanda
Płochy;Józefa
Saloniego;Tadeusza
Rodańska;
Kubisty;bł. ks. Stanisława
Chromika;Jerzego
Kosztowska;
Kolejki Konnej;
Demarczyka;Jana
Mstowska;
Leguś;
Nad Bajerką;
Adameckiego;płk. pil. Bernarda
Kubowicza;ks. Mariana
Jesionka;
Ornontowicka;
Ogródki;
Brzozy;
Modzurowska;
Cisza;
Zazdrosna;
Biskupa;
Rydułtowska;
Hoły;Feliksa
Wowry;Pawła
Rozdzieńskiego;
Zakątek Leśny;
Sosnowa Góra;
Chrząstowska;
Borowińska;
Antoniowska;
Żwirkowskiego;
Mazanka;
Szymochy;
Zatoka;
Wygony;
Gajdasa;
Larysza;
Pożarna II;
Czarnohucka;
Doniecka;
Sukiennicka;
Przed Koleją;
Biasowicka;
Janaszowska;
Figurska;
Borycka;
Koniawy;
Marsjańska;
Przyrwy;
Kolonia Gacki;
Grzegorzowicka;
Lasacka;
Szczejkowicka;
Barcioka;
Chwałęcicka;
Zaniwie;
Büchlera;Księdza Alberta
Niewiadomska;
Grabie;
Rudyszwałdzka;
Wyrobiskowa;
Bogunicka;
Nalepy;
Palowicka;
Słowik;
Kalenice;
Imielów;
Woźnicka;
Huzarów;
Letochów;
Pożarna I;
Jordanówny;Wandy
Opaleniec;
Rodło;
Waliski;Jana
Bystrama;płk. Cypriana
Nad Bierawką;
Pawlasa;
Gaszowicka;
Stodolska;
Boguszowicka;
Statek;
Lutnia;
Groszówka;
Górnioki;
Porębisko;
Iskrzyczyńska;
Kilisztwo;
Przysieczna;
Skrzydlowska;
Projektowa;
Rosłońskiego;Romualda
Serbańska;
Wiarowa;
Dymnickiego;ks. Feliksa
Hepki;Ignacego
Kropidłowskiej;Teodory
Szarafińskiego;ks. Stanisława
Paraszyńska;
Rzepczyńskiego;Księdza
Rachowicka;
Leboszowska;
Lubocz;
Suchogórska;
Świbska;
Laura;
Kopiecka;
Olszowiec;
Olszyńskiego;Stefana
Podkurnia;
Ryły;
Dankowska;
Starego Zdroju;
Węzłowiec;
Zabrska;
Samarzewskiego;Wojciecha
Ambulatoryjna;
Złochowicka;
Głębockiego;Adriana
Odróbki;ks. Józefa
Nad Śluzą;
Holewiny;
Zejera;
Kaczyniec;
Lyszcze;
Wodczaka;
Kruczkowskiego;Kazimierza
Czempiela;ks. Józefa
Dombka;Pawła
Szyndros;
Wyciślika;ks. Franciszka
Żyglińska;
Piątka;Adolfa
Prokopa;Wilhelma
Witczaka;Stanisława
Wolnego;Antoniego
Targalskiego;Władysława
Maciejkowicka;
Obroki;
Świdra;Augustyna
Trząska;
Kasperków;
Flisków;
Mysłajków;
Walusiów;
Wolfów;
Zątków;
Żarnówki;
Pod Jabłonie;
Foksy;
Komania Góra;
Barabasze;
Skotniczyk;
Kucelińska;
Mierna;
Rozdolna;
Sabinowska;
Tymczasowa;
Wypoczynku;
Załogi;
Kwatermistrzów;
Brzyszowska;
Oparowa;
Bizja;
Groniaki;
Rachwalska;
Orawiany;
Ocadła;
Lubry;
Na Gronicek;
Holnówka;
Łobozowa;
Pod Pagórkiem;
Powodziowa;
Basikowa;
Krzesakowa;
Smolickich;
Miniowa;
Ozonowa;
Beriniego;Józefa
Beresie;
Guziaki;
Michulce;
Uwale;
Walatków;
Witalowa;
Martoszowa;
Miziowa;
Beskid;
Czarny Groń;
Kalonka;
Kępa Kościelna;
Laryszowska;
Dubielowska;
Pietruchowa;
Pietraszowicka;
Hajdy;Wawrzyna
Olzy;
Rozbarska;
Watoły;Marcina
Machy;ks. Jana
Antoniów;
Częstocha;
Festynowa;
Herbska;
Gnaszyńska;
Moniki;św.
Pirotechników;
Rudziana;
Krępli;
Gawrony;
Mocków;
Baców;
Butorowa;
Krzepinowa;
Szkolarówka;
Kuboski;
Matejczykowa;
Buławowa;
Słupna;
Pszczelarzy;
Sadowych;
Bartkowa;
Na Kamieńcu;
Kałuża;
Grzegorzków;
Nad Borami;
Siedlakówka;
Rysie;
Tekielich;
Nad Krzyżówką;
Nad Sopotnią;
Wojtyczkowa;
Kormaniakowa;
Nad Żylicą;
Pod Torem;
Dobijówka;
Niedługa;
Prędziszów;
Sępowa;
Świerczaki;
Miasteczkowa;
Figurkowa;
Kubinów;
Kiełek;
Gloński Potok;
Śliwa;
Strzebińska;
Mokierska;
Orzeska;
Waleska;Marta
Spyry;Ludwika
Paprotek;
Dzieńdziela;Mieczysława
Wojaczka;Rafała
Bieni;
Kolonia Prusów;
Morawców;
Szpitalny;
Szyb Pilgera;
Filarowa;
Kolonia Joanny;
Omańkowskiej;Janiny
Ryszki;Józefa
Stabika;ks. Antoniego
Domina;Rajnholda
AKS;
Glinowa;
Inżynieryjna;
Szydłowska;
Wopistów;
Wyrska;
Wyry;Pawła
Salamander;
Bluszcza;Jana
Raztoka;
Zagłówek;
Boronowska;
Cieszowska;
Ptakowa;
Chałpnicza;
Zorek;
Poplaty;
Szwedów;
Czerwińskie;
Ciszka;Księdza
Plutków;
Kolinka;ks. Bogdana
Oliwna;
Granicznik;
Komarnik;
Henryki;
Jaskrowska;
Kucelin Łąki;
Makietowa;
Mała Warszawka;
Nowobialska;
Winicjusza;
Adamskiego;Władysława
Ciołkowizna;
Kiełbasy;płk. Władysława
Reta;
Rusinów;
Sośnia Góra;
Międzydomowa;
Publiczna;
Bojdoła;ks. Franciszka
Plac Dworcowy;
Dobrawa;
Kozubka;
Kuźniczka Nowa;
Łuszczaka;
Mizerkiewicza;Jana
Tworzeń;
Dolnej Wsi;
Hoblera;Tadeusza
Pod Syberią;
Cępieli;
Witosów;
Podczerwieniec;
Bystrzańska;
Trakt Cesarski;
Glinicka;
Kochcickiego;Andrzeja
Górale;
Brada;
Prądna;
Wyniosła;
Dolina Jamny;
Truchana;Władysława
Strzybnego;ks. Augustyna
Jezioran;
Kawodrzańska;
Kiedrzyńska;
Kusięcka;
Lourdyjska;
Podbucze;
Ligii;
Neptunowa;
Park 3 Maja;
Park Staszica;
Białostockiego;Marcelego
Dziewiąty;
Podbuczyny;
Pogoria;
Biegusa;
Gołka;ks. Henryka
Skrzesówka;
Niegolewka;
Szwedy;ks. Prałata Konrada
Chudowska;
Marzankowice;
Salwatorianów;
Grzegorczyka;
Ulbrycha;
Mamzera;ks. Tomasza
Pohulańska;
Smudzówka;
Żelisławicka;
Habdasów;
Wajdów;
Rzepkowy Potok;
Zadolne;
Walaśne;
Kolonia Zabawa;
Pytlarzy;
Na Borek;
Michalskich;
Wisłów;
Gołowska;
Za Groń;
Kotrysów;
Targówek;
Juraszków;
Agronomówka;
Sokolników;
Jacobsonów;
Kopicza;dr. Józefa
Owidzka;
Pillara;Jana
Garczyńska;
Studzienka;
Brzymowa;
Żydka;ks.
Wielodroga;
Ciechowicka;
Dębiczna;
Nad Koleją;
Nieboczowska;
Ustrońska;
Kłosów;
Stryi;Karola
Krzywaniec;
Orłowa;
Cieńków;
Czupel;
Jurzyków;
Zameczek;
Hellera;Rudolfa
Hołcyna;
Lachy Górne;
Do Warszawy;
Smardzów;
Lesoka;
Kijowskiego;Władysława
Podcienie;
Janoska;
Bednarczyka;ks. Fr.
Pod Matyską;
Stanowa;
Do Soły;
Grabocińska;
Szałasowizna;
Sztorcowa;
Świerczyna;
Zakawie;
Boleradz;
Góra Zamkowa;
Namiarkowa;
Rybny Rynek;
Strzyżowicka;
Caputów;
Kolonia Kępki;
Peków;
Temlów;
Bubrów;
Pod Górkami;
Zagórczańska;
Ujsolska;
Repelowskiego;Stanisława
Trzeciak;Aleksandry
Druyffa;Jana
Obodrzyców;
Park Północny;
Zielona Górna;
Garibaldiego;Giuseppe
Gawczyce;
Podmiedze;
Aleja I;
Aleja V;
Aleja VII;
Aleja XIV;
Aleja XVI;
Bytnerowicza;Jerzego
Na Wydmach;
Podjazie;
Węgroda;
Szyb;3
Koszelew;
Przełajska;
Maszyńsko;
Nowopogońska;
Wojkowicka;
Trzcionki;
Aleja II;
Aleja IV;
Aleja VIII;
Aleja XV;
Przykościelna;
Kołdaczka;
Księża Droga;
Okradzionowska;
Karpeckiego;ks. Jana
Strzechy;
Marksa;
Pawlicy;
Suszecka;
Bujakowska;
Niepiekło;
Podłosie;
Pustkowie;
Saturnowska;
Staropogońska;
Szyb Jana;
Ogrodzieniec;
Aleja XI;
Aleja XII;
Gietyngiera;ks.
Ściegna;
Burki;
Kwartowska;
Wikle;
Dębowa Góra;
Groniec;
Wał;
Chwaliboskie;
Migdalskie;
Więzikówka;
Zapalenica;
Wydrzyniec;
Studziennik;
Grobel Borowa;
Miasta Auby;
Walna;
Proletariatu;
Krupna;
Podraszkowie;
Aleja III;
Aleja XVIII;
Karsów;
Dymniki;
Wusionka;
Misyjna;
Kozakowicka;
Pod Goruszką;
Morawiny;
Podkępie;
Lesoki;
Ponke;Pawła
Liedtków;Braci
Kulingi;
Kochanowska;
Łakomego;Wójta Edwarda
Linki;
Gdakowska;
Daru Pomorza;
Dobrzyńskich;
Dragana;Marcina
Działyńskiego;Mikołaja
Solidarna;
Kozienia;Zdzisława
Szajerów;Heleny i Tomasza
Gajdka;Ignacego
Zagródki;
Pod Brzeziną;
Pisarzowicka;
Targanicka;
Krzywolaków;
Wielkoborska;
Kuźle;
Wodząca;
Domagalskiej;Janiny
Karczewicka;
Obłok;
Pomrożycka;
Strumień;
Wesoły Świat;
Gzichów;
Bojowa;
Rakoniewskiego;Walentego
Słoniny;Antoniego
Aleja IX;
Aleja X;
Gródkowska;
Malinowicka;
Altanka;
Szeligowcowa;
Krzanów;
Górny Las;
Strzemieszycka;
Miedziowa;
Pietrygów;
Szylera;
Księżogórska;
Podkościele;
Pękatego;Tomasza
Franiela;
Pisalskiego;
Powstania;I
Stypy;
Windera;
Maszynistów;
Płóciennika;
Sorychty;
Niwka;
Myśliwych;
Obca;
Godynia;Pawła
Gandora;Franciszka
Zagrodnia;
Furczyka;Walentego
Głębokie;
Kóski;Stefana
Starowapienna;
Strąków;
Dolomitów;
Lasowicka;
Łowna;
Pastuszki;Jana
Siwcowa;
Sygnałów;
Zametowska;
Wieczorków;
Węgorza;
Ogiermana;
Dymarska;
Karłuszowiec;
Kaletańska;
Cerhla;
Repecka;
Wawreczki;Ignacego
Garusa;Franciszka
Buczka;
Podłączna;
Stabińskiego;
Ostrożnica;
Wolko;Braci
Jelina;
Jastrzębi;
Ryszka;
Hondraski;
Sosnówka;
Kotowska;
Renarda;A.
Strzody;
Groblana;
Kamieniczna;
Kocyndra;
Kudery;ks.
Nowozachęty;
Blych;
Kolonia Piast;
Bacholińska;
Surmy;
